"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"penaal01",1989,1,"LAN","NL",53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"penato01",1989,1,"SLN","NL",141,424,36,110,17,2,4,37,5,3,35,33,19,2,2,1,19
"pendlte01",1989,1,"SLN","NL",162,613,83,162,28,5,13,74,9,5,44,81,3,0,2,2,16
"portuma01",1989,1,"HOU","NL",20,34,3,7,3,0,1,2,0,0,1,6,0,0,3,0,0
"powerte01",1989,1,"SLN","NL",23,33,1,3,0,0,0,1,0,0,0,16,0,0,3,0,0
"princto01",1989,1,"PIT","NL",21,52,1,7,4,0,0,5,1,1,6,12,1,0,0,1,1
"puhlte01",1989,1,"HOU","NL",121,354,41,96,25,4,0,27,9,8,45,39,3,1,4,2,7
"raineti01",1989,1,"MON","NL",145,517,76,148,29,6,9,60,41,9,93,48,18,3,0,5,8
"randowi01",1989,1,"LAN","NL",145,549,62,155,18,0,2,36,7,6,71,51,2,4,4,5,10
"rasmude01",1989,1,"SDN","NL",33,65,1,11,3,0,0,2,0,0,1,20,0,0,3,0,1
"readyra01",1989,1,"SDN","NL",28,67,4,17,2,1,0,5,0,0,11,6,0,0,1,1,2
"readyra01",1989,2,"PHI","NL",72,187,33,50,11,1,8,21,4,3,31,31,0,2,0,3,2
"reedje02",1989,1,"CIN","NL",102,287,16,64,11,0,3,23,0,0,34,46,5,2,3,4,6
"reedri01",1989,1,"PIT","NL",15,13,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0
"reuscri01",1989,1,"SFN","NL",32,61,2,10,1,0,0,3,0,1,5,16,0,0,16,1,2
"reynocr01",1989,1,"HOU","NL",101,189,16,38,4,0,2,14,1,0,19,18,5,0,5,0,2
"rhoderi01",1989,1,"HOU","NL",20,29,0,6,1,0,0,0,0,0,0,2,0,0,2,0,1
"robindo01",1989,1,"SFN","NL",40,81,7,15,1,0,3,7,0,0,1,23,0,0,0,0,0
"samueju01",1989,1,"PHI","NL",51,199,32,49,3,1,8,20,11,3,18,45,1,1,0,1,2
"samueju01",1989,2,"NYN","NL",86,333,37,76,13,1,3,28,31,9,24,75,1,10,2,1,5
"sandbry01",1989,1,"CHN","NL",157,606,104,176,25,5,30,76,15,5,59,85,8,4,1,2,9
"sandesc01",1989,1,"CHN","NL",37,43,1,2,0,0,0,1,0,0,5,22,0,0,6,0,0
"santibe01",1989,1,"SDN","NL",129,462,50,109,16,3,16,62,11,6,26,89,6,1,3,2,9
"schatda01",1989,1,"HOU","NL",36,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"schmimi01",1989,1,"PHI","NL",42,148,19,30,7,0,6,28,0,1,21,17,4,0,0,3,6
"smithlo01",1989,1,"ATL","NL",134,482,89,152,34,4,21,79,25,12,76,95,3,11,1,7,7
"smithoz01",1989,1,"SLN","NL",155,593,82,162,30,8,2,50,29,7,55,37,3,2,11,3,10
"smithza01",1989,1,"ATL","NL",21,28,3,5,0,0,0,0,0,0,0,1,0,0,4,0,0
"smithza01",1989,2,"MON","NL",32,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0
"smoltjo01",1989,1,"ATL","NL",33,62,6,7,1,1,1,6,0,0,6,23,0,0,6,0,0
"speiech01",1989,1,"SFN","NL",28,37,7,9,4,0,0,2,0,0,5,9,0,0,2,0,2
"spilmha01",1989,1,"HOU","NL",32,36,7,10,3,0,0,3,0,0,7,2,1,0,0,0,1
"stantmi02",1989,1,"ATL","NL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"strawda01",1989,1,"NYN","NL",134,476,69,107,26,1,29,77,11,4,61,105,13,1,0,3,4
"sutclri01",1989,1,"CHN","NL",37,70,5,10,2,0,0,5,2,0,10,19,0,0,10,0,4
"tapanke01",1989,1,"NYN","NL",3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"tekulke01",1989,1,"CIN","NL",37,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"templga01",1989,1,"SDN","NL",142,506,43,129,26,3,6,40,1,3,23,80,12,0,4,3,15
"thompmi02",1989,1,"SLN","NL",155,545,60,158,28,8,4,68,27,8,39,91,5,4,0,3,12
"thondi01",1989,1,"PHI","NL",136,435,45,118,18,4,15,60,6,3,33,81,6,0,1,3,6
"trevial01",1989,1,"HOU","NL",59,131,15,38,7,1,2,16,0,0,7,18,0,1,1,1,3
"trillma01",1989,1,"CIN","NL",17,39,3,8,0,0,0,0,0,0,2,9,0,1,0,0,0
"valenfe01",1989,1,"LAN","NL",34,66,3,12,2,0,0,6,0,0,0,11,0,0,7,0,0
"violafr01",1989,2,"NYN","NL",12,23,2,3,0,0,0,1,0,0,1,7,0,0,5,0,0
"vizcajo01",1989,1,"LAN","NL",7,10,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0
"walkela01",1989,1,"MON","NL",20,47,4,8,0,0,0,4,1,1,5,13,0,1,3,0,0
"wallati01",1989,1,"MON","NL",154,573,76,159,42,0,13,77,3,7,58,81,10,1,0,7,21
"wallide01",1989,1,"SLN","NL",69,79,9,24,7,0,1,11,0,0,14,12,2,0,0,0,1
"webstmi01",1989,1,"CHN","NL",98,272,40,70,12,4,3,19,14,2,30,55,5,1,3,2,3
"whitsed01",1989,1,"SDN","NL",36,72,4,10,4,0,0,4,0,0,5,19,0,0,7,0,1
"willima04",1989,1,"SFN","NL",84,292,31,59,18,1,18,50,1,2,14,72,1,2,1,2,5
"youngjo02",1989,1,"CIN","NL",76,118,13,25,5,0,3,13,0,1,13,21,2,2,0,1,6
"zeileto01",1989,1,"SLN","NL",28,82,7,21,3,1,1,8,0,0,9,14,1,0,1,1,1
"aguilri01",1990,1,"MIN","AL",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alomasa02",1990,1,"CLE","AL",132,445,60,129,26,2,9,66,4,1,25,46,2,2,5,6,10
"anderbr01",1990,1,"BAL","AL",89,234,24,54,5,2,3,24,15,2,31,46,2,5,4,5,4
"anderla02",1990,2,"BOS","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"appieke01",1990,1,"KCA","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"baergca01",1990,1,"CLE","AL",108,312,46,81,17,2,7,47,0,2,16,57,2,4,1,5,4
"baineha01",1990,1,"TEX","AL",103,321,41,93,10,1,13,44,0,1,47,63,9,0,0,3,13
"baineha01",1990,2,"OAK","AL",32,94,11,25,5,0,3,21,0,2,20,17,1,0,0,4,4
"berenju01",1990,1,"MIN","AL",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bergmda01",1990,1,"DET","AL",100,205,21,57,10,1,2,26,3,2,33,17,3,0,1,2,7
"bicheda01",1990,1,"CAL","AL",109,349,40,89,15,1,15,53,5,2,16,79,1,3,1,2,9
"blackbu02",1990,1,"CLE","AL",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blackbu02",1990,2,"TOR","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blylebe01",1990,1,"CAL","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"boddimi01",1990,1,"BOS","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"boggswa01",1990,1,"BOS","AL",155,619,89,187,44,5,6,63,0,0,87,68,19,1,0,6,14
"boonebo01",1990,1,"KCA","AL",40,117,11,28,3,0,0,9,1,1,17,12,0,0,2,0,2
"bordepa01",1990,1,"TOR","AL",125,346,36,99,24,2,15,49,0,1,18,57,2,0,1,3,17
"bordimi01",1990,1,"OAK","AL",25,14,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0
"bosleth01",1990,1,"TEX","AL",30,29,3,4,0,0,1,3,1,0,4,7,1,0,0,0,1
"brettge01",1990,1,"KCA","AL",142,544,82,179,45,7,14,87,9,2,56,63,14,0,0,7,18
"brownke01",1990,1,"TEX","AL",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"brunato01",1990,2,"BOS","AL",129,461,61,123,24,5,15,71,5,10,54,105,7,3,0,8,12
"bucknbi01",1990,1,"BOS","AL",22,43,4,8,0,0,1,3,0,0,3,2,2,0,1,1,1
"buhneja01",1990,1,"SEA","AL",51,163,16,45,12,0,7,33,2,2,17,50,1,4,0,1,6
"burbada01",1990,1,"SEA","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"burksel01",1990,1,"BOS","AL",152,588,89,174,33,8,21,89,9,11,48,82,4,1,2,2,18
"candejo01",1990,1,"MIN","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"candejo01",1990,2,"TOR","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"candito01",1990,1,"CLE","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cansejo01",1990,1,"OAK","AL",131,481,83,132,14,2,37,101,19,10,72,158,8,5,0,5,9
"ceronri01",1990,1,"NYA","AL",49,139,12,42,6,0,2,11,0,0,5,13,0,0,1,1,4
"clemero02",1990,1,"BOS","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"colesda01",1990,1,"SEA","AL",37,107,9,23,5,1,2,16,0,0,4,17,1,1,0,1,1
"colesda01",1990,2,"DET","AL",52,108,13,22,2,0,1,4,0,4,12,21,1,0,1,1,3
"coninje01",1990,1,"KCA","AL",9,20,3,5,2,0,0,2,0,0,2,5,0,0,0,0,1
"davisch01",1990,1,"CAL","AL",113,412,58,109,17,1,12,58,1,2,61,89,4,0,0,3,14
"davisma01",1990,1,"KCA","AL",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"davisst02",1990,1,"KCA","AL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"downibr01",1990,1,"CAL","AL",96,330,47,90,18,2,14,51,0,0,50,45,2,6,0,4,11
"duceyro01",1990,1,"TOR","AL",19,53,7,16,5,0,0,7,1,1,7,15,0,1,0,1,0
"dwyerji01",1990,1,"MIN","AL",37,63,7,12,0,0,1,5,0,0,12,7,1,0,0,0,2
"eckerde01",1990,1,"OAK","AL",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eisenji01",1990,1,"KCA","AL",142,496,61,139,29,7,5,51,12,14,42,51,2,1,2,4,7
"ericksc01",1990,1,"MIN","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evansdw01",1990,1,"BOS","AL",123,445,66,111,18,3,13,63,3,4,67,73,5,4,0,6,18
"fernato01",1990,1,"TOR","AL",161,635,84,175,27,17,4,66,26,13,71,70,4,7,2,6,17
"fettemi01",1990,1,"CAL","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fieldce01",1990,1,"DET","AL",159,573,104,159,25,1,51,132,0,1,90,182,11,5,0,5,15
"finlech01",1990,1,"CAL","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"finlest01",1990,1,"BAL","AL",142,464,46,119,16,4,3,37,22,9,32,53,3,2,10,5,8
"fiskca01",1990,1,"CHA","AL",137,452,65,129,21,0,18,65,7,2,61,73,8,7,0,1,12
"flanami01",1990,1,"TOR","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fletcsc01",1990,1,"CHA","AL",151,509,54,123,18,3,4,56,1,3,45,63,3,3,11,5,10
"francju01",1990,1,"TEX","AL",157,582,96,172,27,1,11,69,31,10,82,83,3,2,2,2,12
"gaettga01",1990,1,"MIN","AL",154,577,61,132,27,5,16,85,6,1,36,101,1,3,1,8,22
"gagnegr01",1990,1,"MIN","AL",138,388,38,91,22,3,7,38,8,8,24,76,0,1,8,2,5
"gantnji01",1990,1,"ML4","AL",88,323,36,85,8,5,0,25,18,3,29,19,0,2,4,0,10
"gonzaju03",1990,1,"TEX","AL",25,90,11,26,7,1,4,12,0,1,2,18,0,2,0,1,2
"gordoto01",1990,1,"KCA","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"griffke01",1990,2,"SEA","AL",21,77,13,29,2,0,3,18,0,0,10,3,0,0,0,1,1
"griffke02",1990,1,"SEA","AL",155,597,91,179,28,7,22,80,16,11,63,81,12,2,0,4,12
"guilloz01",1990,1,"CHA","AL",160,516,61,144,21,4,1,58,13,17,26,37,8,1,15,5,6
"guthrma01",1990,1,"MIN","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hamilda02",1990,1,"ML4","AL",89,156,27,46,5,0,1,18,10,3,9,12,0,0,3,0,2
"harnipe01",1990,1,"BAL","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"harpebr01",1990,1,"MIN","AL",134,479,61,141,42,3,6,54,3,2,19,27,2,7,0,4,20
"harrigr01",1990,1,"BOS","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hassero01",1990,1,"OAK","AL",94,254,18,54,7,0,5,22,0,0,27,29,3,1,1,3,3
"heathmi02",1990,1,"DET","AL",122,370,46,100,18,2,7,38,7,6,19,71,0,4,2,3,12
"hendeda01",1990,1,"OAK","AL",127,450,65,122,28,0,20,63,3,1,40,105,1,1,1,2,5
"henderi01",1990,1,"OAK","AL",136,489,119,159,33,3,28,61,65,10,97,60,2,4,2,2,13
"hernake01",1990,1,"CLE","AL",43,130,7,26,2,0,1,8,0,0,14,17,3,1,0,0,2
"hillgl01",1990,1,"TOR","AL",84,260,47,60,11,3,12,32,8,3,18,62,0,0,0,0,5
"honeyri01",1990,1,"OAK","AL",66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"houghch01",1990,1,"TEX","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"incavpe01",1990,1,"TEX","AL",153,529,59,123,27,0,24,85,3,4,45,146,5,9,0,4,18
"jacksmi02",1990,1,"SEA","AL",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"javiest01",1990,1,"OAK","AL",19,33,4,8,0,2,0,3,0,0,3,6,0,0,0,0,0
"johnsla03",1990,1,"CHA","AL",151,541,76,154,18,9,1,51,36,22,33,45,2,1,8,4,12
"johnsra05",1990,1,"SEA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jonesdo01",1990,1,"CLE","AL",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"joynewa01",1990,1,"CAL","AL",83,310,35,83,15,0,8,41,2,1,41,34,4,1,1,5,10
"kellyro01",1990,1,"NYA","AL",162,641,85,183,32,4,15,61,42,17,33,148,0,4,4,4,7
"keyji01",1990,1,"TOR","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kreutch01",1990,1,"TEX","AL",22,22,2,1,1,0,0,2,0,0,8,9,0,0,1,1,0
"kruegbi01",1990,1,"ML4","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lampde01",1990,1,"BOS","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"langsma01",1990,1,"CAL","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lansfca01",1990,1,"OAK","AL",134,507,58,136,15,1,3,50,16,14,45,50,4,6,2,4,10
"lapoida01",1990,1,"NYA","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"learyti01",1990,1,"NYA","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"leiteal01",1990,1,"TOR","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lemonch01",1990,1,"DET","AL",104,322,39,83,16,4,5,32,3,2,48,61,3,4,2,2,8
"leonaje01",1990,1,"SEA","AL",134,478,39,120,20,0,10,75,4,2,37,97,6,3,0,7,20
"lewisda01",1990,1,"OAK","AL",25,35,4,8,0,0,0,1,2,0,7,4,0,1,3,0,2
"leyriji01",1990,1,"NYA","AL",92,303,28,78,13,1,5,25,2,3,27,51,1,7,1,1,11
"maldoca01",1990,1,"CLE","AL",155,590,76,161,32,2,22,95,3,5,49,134,4,5,0,7,13
"martied01",1990,1,"SEA","AL",144,487,71,147,27,2,11,49,1,4,74,62,3,5,1,3,13
"martiti02",1990,1,"SEA","AL",24,68,4,15,4,0,0,5,0,0,9,9,0,0,0,1,0
"maynebr01",1990,1,"KCA","AL",5,13,2,3,0,0,0,1,0,1,3,3,0,0,0,0,0
"mcclubo01",1990,1,"CAL","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mcgeewi01",1990,2,"OAK","AL",29,113,23,31,3,2,0,15,3,0,10,18,0,0,0,0,4
"mcgrifr01",1990,1,"TOR","AL",153,557,91,167,21,1,35,88,5,3,94,108,12,2,1,4,7
"mcgwima01",1990,1,"OAK","AL",156,523,87,123,16,0,39,108,2,1,110,116,9,7,1,9,13
"mclemma01",1990,1,"CAL","AL",20,48,4,7,2,0,0,2,1,0,4,9,0,0,1,0,1
"mclemma01",1990,2,"CLE","AL",8,12,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0
"mcwilla01",1990,1,"KCA","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mesajo01",1990,1,"BAL","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mintogr01",1990,1,"CAL","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"molitpa01",1990,1,"ML4","AL",103,418,64,119,27,6,12,45,18,3,37,51,4,1,0,2,7
"morrija02",1990,1,"DET","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"moyerja01",1990,1,"TEX","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mullira01",1990,1,"TOR","AL",57,97,11,28,4,0,2,16,2,1,22,19,2,0,0,1,2
"myersgr01",1990,1,"TOR","AL",87,250,33,59,7,1,5,22,0,1,22,33,0,0,1,4,12
"nunezed01",1990,1,"DET","AL",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"obriech01",1990,1,"ML4","AL",46,145,11,27,7,2,0,11,0,0,11,26,1,2,8,0,3
"olerujo01",1990,1,"TOR","AL",111,358,43,95,15,1,14,48,0,2,57,75,6,1,1,4,5
"olsongr01",1990,1,"BAL","AL",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"oroscje01",1990,1,"CLE","AL",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"palmera01",1990,1,"TEX","AL",154,598,72,191,35,6,14,89,3,3,40,59,6,3,2,8,24
"parkeda01",1990,1,"ML4","AL",157,610,71,176,30,3,21,92,4,7,41,102,11,4,0,14,18
"parrila02",1990,1,"CAL","AL",133,470,54,126,14,0,24,70,2,2,46,107,4,5,0,2,12
"penato01",1990,1,"BOS","AL",143,491,62,129,19,1,7,56,8,6,43,71,3,1,2,3,23
"petryda01",1990,1,"DET","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phillto02",1990,1,"DET","AL",152,573,97,144,23,5,8,55,19,9,99,85,0,4,9,2,10
"plesada01",1990,1,"ML4","AL",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plunker01",1990,1,"NYA","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"polonlu01",1990,1,"NYA","AL",11,22,2,7,0,0,0,3,1,0,0,1,0,0,0,1,1
"polonlu01",1990,2,"CAL","AL",109,381,50,128,7,9,2,32,20,14,25,42,1,1,3,3,8
"quirkja01",1990,1,"OAK","AL",56,121,12,34,5,1,3,26,0,0,14,34,1,1,5,3,1
"randowi01",1990,2,"OAK","AL",93,292,37,75,9,3,1,21,6,1,32,25,1,1,7,1,11
"reardje01",1990,1,"BOS","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"righeda01",1990,1,"NYA","AL",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ripkeca01",1990,1,"BAL","AL",161,600,78,150,28,4,21,84,3,1,82,66,18,5,1,7,12
"rogerke01",1990,1,"TEX","AL",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"russeje01",1990,1,"TEX","AL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ryanno01",1990,1,"TEX","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"saberbr01",1990,1,"KCA","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sandesc01",1990,1,"OAK","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"schilcu01",1990,1,"BAL","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"schofdi02",1990,1,"CAL","AL",99,310,41,79,8,1,1,18,3,4,52,61,3,2,13,2,3
"seaneru01",1990,1,"CLE","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"seguida01",1990,1,"BAL","AL",40,123,14,30,7,0,2,15,0,0,11,15,2,1,1,0,12
"sheffga01",1990,1,"ML4","AL",125,487,67,143,30,1,10,67,25,10,44,41,1,3,4,9,11
"sierrru01",1990,1,"TEX","AL",159,608,70,170,37,2,16,96,9,0,49,86,13,1,0,8,15
"smithle02",1990,1,"BOS","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sojolu01",1990,1,"TOR","AL",33,80,14,18,3,0,1,9,1,1,5,5,0,0,0,0,1
"sosasa01",1990,1,"CHA","AL",153,532,72,124,26,10,15,70,32,16,33,150,4,6,2,6,10
"stanlmi02",1990,1,"TEX","AL",103,189,21,47,8,1,2,19,1,0,30,25,2,0,6,1,4
"stewada01",1990,1,"OAK","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stiebda01",1990,1,"TOR","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"stottto01",1990,1,"TOR","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"surhobj01",1990,1,"ML4","AL",135,474,55,131,21,4,6,59,18,7,41,37,5,1,7,7,8
"swindgr01",1990,1,"CLE","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tananfr01",1990,1,"DET","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tapanke01",1990,1,"MIN","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tartada01",1990,1,"KCA","AL",88,313,41,84,19,0,15,60,1,1,36,93,0,0,0,3,9
"thomafr04",1990,1,"CHA","AL",60,191,39,63,11,3,7,31,0,1,44,54,0,2,0,3,5
"trammal01",1990,1,"DET","AL",146,559,71,170,37,1,14,89,12,10,68,55,7,1,3,6,11
"vaughgr01",1990,1,"ML4","AL",120,382,51,84,26,2,17,61,7,4,33,91,1,1,7,6,11
"velarra01",1990,1,"NYA","AL",95,229,21,48,6,2,5,19,0,3,20,53,0,1,2,1,6
"venturo01",1990,1,"CHA","AL",150,493,48,123,17,1,5,54,1,4,55,53,2,1,13,3,5
"vizquom01",1990,1,"SEA","AL",81,255,19,63,3,2,2,18,4,1,18,22,0,0,10,2,7
"washicl01",1990,1,"CAL","AL",12,34,3,6,1,0,1,3,1,0,2,8,0,0,0,0,1
"washicl01",1990,2,"NYA","AL",33,80,4,13,1,1,0,6,3,1,2,17,1,0,0,1,1
"webstmi01",1990,1,"CLE","AL",128,437,58,110,20,6,12,55,22,6,20,61,1,3,11,6,5
"welchbo01",1990,1,"OAK","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wellsda01",1990,1,"TOR","AL",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"whitalo01",1990,1,"DET","AL",132,472,75,112,22,2,18,60,8,2,74,71,7,0,1,5,10
"whitede03",1990,1,"CAL","AL",125,443,57,96,17,3,11,44,21,6,44,116,5,3,10,3,6
"whitefr01",1990,1,"KCA","AL",82,241,20,52,14,1,2,21,1,0,10,32,0,3,0,3,7
"whitema01",1990,1,"TOR","AL",33,88,12,24,1,1,2,7,2,0,7,14,0,0,0,1,2
"wilsowi02",1990,1,"KCA","AL",115,307,49,89,13,3,2,42,24,6,30,57,1,2,3,3,4
"winfida01",1990,1,"NYA","AL",20,61,7,13,3,0,2,6,0,0,4,13,0,1,0,1,2
"winfida01",1990,2,"CAL","AL",112,414,63,114,18,2,19,72,0,1,48,68,3,1,1,6,15
"wittbo01",1990,1,"TEX","AL",33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yountro01",1990,1,"ML4","AL",158,587,98,145,17,5,17,77,15,8,78,89,6,6,4,8,7
"agostju01",1990,1,"HOU","NL",82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"alomaro01",1990,1,"SDN","NL",147,586,80,168,27,5,6,60,24,7,48,72,1,2,5,5,16
"aloumo01",1990,1,"PIT","NL",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"aloumo01",1990,2,"MON","NL",14,15,4,3,0,1,0,0,0,0,0,3,0,0,1,0,0
"anderla02",1990,1,"HOU","NL",50,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"assenpa01",1990,1,"CHN","NL",74,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
"bairdo01",1990,1,"PIT","NL",22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"basske01",1990,1,"SFN","NL",61,214,25,54,9,1,7,32,2,2,14,26,3,2,2,1,5
"bedrost01",1990,1,"SFN","NL",68,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"belchti01",1990,1,"LAN","NL",24,43,5,7,1,0,0,1,0,0,0,15,0,2,9,0,1
"bellira01",1990,1,"PIT","NL",47,54,10,11,3,0,0,6,1,2,5,13,0,1,1,0,2
"bellja01",1990,1,"PIT","NL",159,583,93,148,28,7,7,52,10,6,65,109,0,3,39,6,14
"benesan01",1990,1,"SDN","NL",32,60,2,6,1,0,0,2,0,0,2,25,0,0,5,1,1
"bielemi01",1990,1,"CHN","NL",36,43,3,7,0,0,0,1,0,0,2,20,0,0,10,0,0
"biggicr01",1990,1,"HOU","NL",150,555,53,153,24,2,4,42,25,11,53,79,1,3,9,1,11
"bondsba01",1990,1,"PIT","NL",151,519,104,156,32,3,33,114,52,13,93,83,15,3,0,6,8
"bonilbo01",1990,1,"PIT","NL",160,625,112,175,39,7,32,120,4,3,45,103,9,1,0,15,11
"brookhu01",1990,1,"LAN","NL",153,568,74,151,28,1,20,91,2,5,33,108,10,6,0,11,13
"brunato01",1990,1,"SLN","NL",19,57,5,9,3,0,1,2,0,0,12,10,0,1,0,1,1
"burkejo03",1990,1,"SFN","NL",33,63,1,3,0,0,0,3,0,0,5,35,0,0,8,0,0
"butlebr01",1990,1,"SFN","NL",160,622,108,192,20,9,3,44,51,19,90,62,1,6,7,7,3
"caminke01",1990,1,"HOU","NL",153,541,52,131,20,2,4,51,9,4,48,97,7,0,3,4,15
"cartega01",1990,1,"SFN","NL",92,244,24,62,10,0,9,27,1,1,25,31,3,1,0,2,2
"cartejo01",1990,1,"SDN","NL",162,634,79,147,27,1,24,115,22,6,48,93,18,7,0,8,12
"charlno01",1990,1,"CIN","NL",57,37,4,5,0,0,0,0,0,0,3,21,0,2,0,0,0
"clancji01",1990,1,"HOU","NL",33,14,1,3,0,0,0,2,0,0,0,4,0,0,2,0,1
"clarkja01",1990,1,"SDN","NL",115,334,59,89,12,1,25,62,4,3,104,91,11,2,0,2,12
"clarkwi02",1990,1,"SFN","NL",154,600,91,177,25,5,19,95,8,2,62,97,9,3,0,13,7
"collida02",1990,1,"SLN","NL",99,58,12,13,1,0,0,3,7,1,13,10,2,0,3,0,1
